TransactionID,CustomerID,Date,Amount,PaymentMethod
1278,314,2025-07-11,9347.13,UPI
1279,392,2025-12-06,7056.68,Credit Card
1280,2071,2025-07-21,314.66,Debit Card
1281,4798,2025-02-15,3329.07,UPI
1282,3877,2025-07-27,6008.43,Credit Card
1283,3913,2025-11-19,7666.41,Credit Card
1284,4244,2025-04-22,7113.85,Debit Card
1285,691,2025-02-24,3201.41,Cash
1286,2170,2025-10-14,5315.61,Debit Card
1287,4007,2025-09-28,3852.52,Credit Card
1288,3420,2025-04-04,1187.07,UPI
1289,2153,2025-11-09,863.74,Cash
1290,3076,2025-12-28,5436.87,Credit Card
1291,3826,2025-12-13,6268.78,Credit Card
1292,4339,2025-12-02,5228.84,Credit Card
1293,2715,2025-04-21,9370.81,Debit Card
1294,618,2025-09-24,5304.68,Debit Card
1295,2347,2025-06-25,3644.06,UPI
1296,1935,2025-10-02,5731.95,UPI
1297,4915,2025-02-21,8554.28,Cash
1298,4386,2025-02-08,4943.46,Net Banking
1299,1481,2025-06-01,6404.64,Credit Card
1300,2417,2025-04-23,9350.22,Net Banking
1301,3525,2025-08-16,5078.55,Debit Card
1302,3362,2025-02-03,8885.36,Debit Card
1303,3899,2025-08-19,7489.18,UPI
1304,3853,2025-04-12,2723.68,UPI
1305,2774,2025-05-23,1736.69,Cash
1306,4206,2025-10-03,4695.06,UPI
1307,686,2025-10-10,5144.02,UPI
1308,2428,2025-04-17,4062.08,Credit Card
1309,3701,2025-06-05,8776.3,Credit Card
1310,2629,2025-08-03,4289.41,Debit Card
1311,3739,2025-08-26,4994.92,UPI
1312,644,2025-04-17,8931.4,Debit Card
1313,1609,2025-01-04,4923.72,Net Banking
1314,1244,2025-07-13,6949.86,Cash
1315,705,2025-07-11,7377.15,Debit Card
1316,2711,2025-07-08,5367.84,Net Banking
1317,4922,2025-08-12,6393.27,Credit Card
1318,590,2025-08-05,395.6,Credit Card
1319,1402,2025-08-06,973.09,Net Banking
1320,358,2025-07-22,2244.18,Debit Card
1321,835,2025-10-15,447.7,Cash
1322,1958,2025-01-23,2518.14,Net Banking
1323,2735,2025-10-09,8578.8,UPI
1324,2397,2025-06-08,9771.6,UPI
1325,1073,2025-02-10,991.13,Credit Card
1326,3857,2025-01-20,5879.68,Net Banking
1327,1836,2025-10-17,5595.95,Debit Card
1328,4523,2025-08-28,3117.77,Net Banking
1329,2463,2025-01-08,5609.45,Debit Card
1330,1297,2025-07-27,5024.8,Net Banking
1331,2900,2025-09-04,2750.69,Debit Card
1332,3345,2025-10-28,8407.99,Cash
1333,607,2025-02-25,779.47,Credit Card
1334,1830,2025-06-18,8437.18,UPI
1335,1409,2025-09-13,5887.48,Cash
1336,4475,2025-05-08,2152.29,Net Banking
1337,2536,2025-08-12,264.0,Debit Card
1338,3351,2025-04-10,5570.94,Cash
1339,4786,2025-11-07,4610.2,Cash
1340,415,2025-11-08,3638.46,Net Banking
1341,2743,2025-11-01,4393.24,Net Banking
1342,4919,2025-03-28,6250.82,Cash
1343,3230,2025-12-27,9169.52,Debit Card
1344,4402,2025-06-22,3720.85,Net Banking
1345,1146,2025-09-25,2279.88,Debit Card
1346,4500,2025-08-06,1873.35,Debit Card
1347,1801,2025-02-17,3733.08,Net Banking
1348,2204,2025-07-12,7855.07,Cash
1349,3818,2025-12-06,5550.53,UPI
1350,2769,2025-05-18,9997.93,UPI
1351,377,2025-01-28,3922.99,UPI
1352,350,2025-01-08,2109.42,Net Banking
1353,3778,2025-10-21,5631.25,Cash
1354,1615,2025-06-15,3797.84,UPI
1355,1644,2025-06-15,8336.01,UPI
1356,2485,2025-11-19,5632.32,Cash
1357,3224,2025-03-04,6261.13,Debit Card
1358,3390,2025-07-10,397.6,UPI
1359,397,2025-05-11,9215.48,Credit Card
1360,2474,2025-07-25,850.56,Cash
1361,883,2025-07-16,1392.26,Net Banking
1362,2074,2025-01-14,6399.58,Cash
1363,4790,2025-01-18,5351.68,UPI
1364,4364,2025-07-02,1676.69,UPI
1365,4999,2025-01-03,4262.69,Cash
1366,4079,2025-08-24,9497.08,UPI
1367,2098,2025-03-05,8998.33,Credit Card
1368,4873,2025-05-24,2076.53,UPI
1369,2594,2025-05-23,9756.9,Net Banking
1370,1770,2025-11-02,8146.89,UPI
1371,3839,2025-05-06,1390.82,Credit Card
1372,2879,2025-12-08,602.58,Credit Card
1373,2974,2025-10-28,6546.86,Debit Card
1374,3950,2025-09-26,3389.84,Debit Card
1375,2065,2025-01-04,9834.72,Debit Card
1376,2674,2025-05-18,6130.86,Cash
1377,1179,2025-01-22,4358.66,UPI
1378,4874,2025-02-16,932.44,UPI
1379,2985,2025-09-02,3446.38,UPI
1380,1174,2025-02-11,7084.17,UPI
1381,4517,2025-09-14,6805.18,UPI
1382,635,2025-09-10,9217.11,Net Banking
1383,673,2025-07-11,487.6,Debit Card
1384,3077,2025-05-12,1092.07,Cash
1385,2056,2025-05-17,9912.49,UPI
1386,1838,2025-12-14,4938.21,Cash
1387,3379,2025-08-05,2318.93,Debit Card
1388,2140,2025-09-11,3965.12,Credit Card
1389,216,2025-01-01,8838.0,Cash
1390,2768,2025-03-20,4217.03,UPI
1391,3230,2025-05-15,4689.52,Cash
1392,4654,2025-01-20,6442.73,UPI
1393,4222,2025-09-27,7106.85,Debit Card
1394,3926,2025-03-06,4334.46,Debit Card
1395,4148,2025-10-27,7785.17,UPI
1396,245,2025-12-12,9044.56,Debit Card
1397,4101,2025-04-09,1882.38,Debit Card
1398,4501,2025-07-26,1846.23,Cash
1399,4036,2025-07-06,8852.11,Debit Card
1400,4387,2025-08-17,1924.46,UPI
1401,4994,2025-03-05,948.81,Cash
1402,2254,2025-02-28,1550.03,Credit Card
1403,3405,2025-11-03,8685.41,Debit Card
1404,1804,2025-12-27,9850.12,UPI
1405,3108,2025-06-08,1008.86,Credit Card
1406,4802,2025-08-13,9680.74,Debit Card
1407,3091,2025-04-27,5815.09,Net Banking
1408,4555,2025-09-24,8671.24,Cash
1409,1891,2025-05-10,9395.24,Cash
1410,3900,2025-03-09,5869.24,Credit Card
1411,2977,2025-01-26,2875.12,Credit Card
1412,4609,2025-07-16,219.43,Debit Card
1413,551,2025-05-04,3696.09,Cash
1414,1217,2025-04-12,7476.45,UPI
1415,1396,2025-05-11,6433.82,Net Banking
1416,168,2025-04-01,1102.61,Net Banking
1417,3177,2025-10-12,5555.59,Debit Card
1418,584,2025-11-24,9012.87,Credit Card
1419,558,2025-04-15,5437.31,Net Banking
1420,4636,2025-10-12,8428.28,Cash
1421,2773,2025-06-10,5472.27,Cash
1422,1526,2025-02-04,4928.79,Cash
1423,1850,2025-08-09,7726.46,Cash
1424,657,2025-11-24,6296.07,Cash
1425,4110,2025-08-13,4459.97,Cash
1426,1572,2025-10-24,1276.1,Cash
1427,3821,2025-02-09,8428.77,UPI
1428,1910,2025-01-08,1370.07,Cash
1429,3610,2025-09-08,2924.27,Net Banking
1430,1680,2025-04-08,5616.89,UPI
1431,4730,2025-12-23,8790.05,Cash
1432,3969,2025-02-14,592.03,Debit Card
1433,1890,2025-02-23,4195.24,UPI
1434,4951,2025-10-02,7544.12,Net Banking
1435,1772,2025-03-17,4378.94,Net Banking
1436,1793,2025-08-03,1926.51,Debit Card
1437,1499,2025-09-21,8615.26,UPI
1438,287,2025-09-07,4275.43,Debit Card
1439,1532,2025-02-24,3330.53,Debit Card
1440,465,2025-05-07,7407.32,Credit Card
1441,4039,2025-09-04,4680.8,Debit Card
1442,3833,2025-01-17,2997.28,Net Banking
1443,1371,2025-11-09,8630.46,Debit Card
1444,4305,2025-03-12,3603.22,Credit Card
1445,2957,2025-06-05,2274.74,UPI
1446,4421,2025-05-08,6631.82,UPI
1447,3142,2025-05-21,2537.08,Credit Card
1448,2541,2025-12-13,5694.75,Credit Card
1449,821,2025-07-07,856.16,Debit Card
1450,1167,2025-01-06,9582.33,Debit Card
1451,2472,2025-04-10,4447.34,Cash
1452,1286,2025-03-23,8225.51,UPI
1453,4956,2025-12-20,102.23,Credit Card
1454,3915,2025-07-01,2237.95,Net Banking
1455,2901,2025-12-08,9668.05,UPI
1456,4020,2025-06-12,2080.44,Credit Card
1457,1632,2025-03-12,1234.94,Cash
1458,4711,2025-09-20,2728.2,Cash
1459,823,2025-12-11,6472.95,Debit Card
1460,1795,2025-12-05,9562.05,Credit Card
1461,3918,2025-07-04,3255.14,Credit Card
1462,1230,2025-09-28,1985.68,Cash
1463,3221,2025-02-12,9038.17,UPI
1464,182,2025-03-26,1760.81,Cash
1465,4232,2025-07-19,1588.11,Net Banking
1466,2561,2025-05-13,6745.46,Credit Card
1467,465,2025-08-07,9460.31,Cash
1468,4830,2025-03-15,1562.24,UPI
1469,4163,2025-11-05,115.35,UPI
1470,4558,2025-04-01,8576.26,Cash
1471,2682,2025-02-04,2490.91,Cash
1472,4238,2025-02-15,2213.74,UPI
1473,4275,2025-02-07,3145.45,UPI
1474,1532,2025-04-17,9244.11,Net Banking
1475,1100,2025-06-21,1842.68,Debit Card
1476,3824,2025-07-04,4345.85,Debit Card
1477,1931,2025-08-25,1714.34,Credit Card
1478,3770,2025-09-16,2059.77,Cash
1479,1746,2025-03-05,5215.13,UPI
1480,2300,2025-06-09,5246.0,Debit Card
1481,1317,2025-03-21,4570.18,Credit Card
1482,1067,2025-06-28,1519.85,Credit Card
1483,4018,2025-05-24,3523.79,Debit Card
1484,1205,2025-05-28,9765.76,Debit Card
1485,2076,2025-07-07,2058.0,UPI
1486,1900,2025-12-24,7038.61,UPI
1487,1781,2025-09-28,3834.23,UPI
1488,1868,2025-10-17,6407.81,Cash
1489,4827,2025-06-05,1111.09,Cash
1490,3537,2025-06-16,4175.52,Credit Card
1491,3335,2025-01-23,1869.81,Debit Card
1492,4397,2025-08-20,8689.49,Cash
1493,3674,2025-09-06,1211.26,Credit Card
1494,1468,2025-12-15,6427.67,Credit Card
1495,4926,2025-01-16,2969.88,Debit Card
1496,669,2025-03-10,724.66,UPI
1497,3510,2025-01-13,5609.82,UPI
1498,4596,2025-02-11,2297.26,UPI
1499,4308,2025-03-15,5986.98,Cash
1500,2433,2025-06-09,3395.27,Credit Card
1501,3519,2025-11-07,600.2,Net Banking
1502,2773,2025-07-06,7266.78,Net Banking
1503,1391,2025-01-08,7619.91,Cash
1504,1185,2025-11-24,7304.71,Credit Card
1505,347,2025-05-27,9856.79,Net Banking
1506,3412,2025-08-27,4486.67,UPI
1507,836,2025-09-07,6926.67,Net Banking
1508,3706,2025-02-15,6559.3,Credit Card
1509,2829,2025-05-27,3226.34,UPI
1510,1991,2025-03-02,9245.04,Credit Card
1511,4969,2025-11-17,1621.84,UPI
1512,4635,2025-01-24,8098.86,Net Banking
1513,532,2025-11-17,3701.43,Cash
1514,4179,2025-01-13,9953.03,Credit Card
1515,2561,2025-10-15,7180.36,Credit Card
1516,3102,2025-01-28,8100.09,Credit Card
1517,4765,2025-08-15,373.09,Credit Card
1518,3962,2025-11-09,4320.65,UPI
1519,3647,2025-07-07,8084.15,Credit Card
1520,2114,2025-05-23,1297.33,Credit Card
1521,3077,2025-08-01,4474.31,Debit Card
1522,1719,2025-09-27,5793.27,Cash
1523,2218,2025-07-12,5963.03,Credit Card
1524,3390,2025-07-18,1380.14,Net Banking
1525,4289,2025-11-06,9425.76,Cash
1526,18,2025-01-27,5387.4,Credit Card
1527,3632,2025-05-01,3208.74,Cash
1528,3146,2025-05-07,1222.28,UPI
1529,4989,2025-01-12,5998.13,Net Banking
1530,4821,2025-11-03,6904.38,Credit Card
1531,4017,2025-11-25,8149.3,Net Banking
1532,4786,2025-03-17,5722.0,Net Banking
1533,2024,2025-05-23,2896.47,Net Banking
1534,2522,2025-05-12,5476.22,UPI
1535,774,2025-11-25,6733.86,Credit Card
1536,1545,2025-02-01,2206.71,Debit Card
1537,4751,2025-03-14,6226.71,Debit Card
1538,567,2025-06-18,8997.01,Credit Card
1539,4174,2025-04-03,8414.39,Net Banking
1540,4139,2025-10-27,7590.07,Credit Card
1541,1916,2025-07-27,2468.44,UPI
1542,1925,2025-07-10,5793.66,Debit Card
1543,3808,2025-03-10,3202.8,Net Banking
1544,70,2025-07-10,2308.88,Debit Card
1545,289,2025-08-22,9469.14,Debit Card
1546,2098,2025-07-01,7522.77,Credit Card
1547,3930,2025-01-14,429.0,Debit Card
1548,105,2025-07-18,7842.02,Credit Card
1549,3331,2025-03-19,5461.34,Net Banking
1550,1221,2025-07-02,6160.88,UPI
1551,3124,2025-06-05,6152.85,Cash
1552,3090,2025-07-03,3609.58,Debit Card
1553,2300,2025-11-13,7752.09,Cash
1554,1403,2025-02-27,8646.5,Credit Card
1555,4496,2025-10-13,156.2,Debit Card
1556,4638,2025-02-27,8338.6,UPI
1557,1040,2025-07-23,6329.81,Net Banking
1558,4168,2025-01-14,6255.49,UPI
1559,685,2025-02-03,5876.25,UPI
1560,307,2025-02-06,345.15,Net Banking
1561,3162,2025-02-09,6571.95,Debit Card
1562,202,2025-01-23,1689.0,Debit Card
1563,1414,2025-10-10,1220.89,Credit Card
1564,1213,2025-05-01,2998.03,Credit Card
1565,3560,2025-03-03,4621.08,Cash
1566,4666,2025-06-16,6246.01,Cash
1567,1797,2025-08-22,7412.18,Debit Card
1568,1117,2025-08-19,9412.48,Debit Card
1569,1082,2025-03-10,752.4,Net Banking
1570,813,2025-06-18,9405.67,Debit Card
1571,2308,2025-03-10,9963.11,Cash
1572,1498,2025-09-09,6064.51,Debit Card
1573,2417,2025-10-02,6807.73,Cash
1574,307,2025-10-06,8828.21,Cash
1575,3166,2025-05-16,6415.89,Cash
1576,2424,2025-05-26,7879.66,UPI
1577,653,2025-07-19,2467.9,Cash
1578,1494,2025-02-02,4658.79,Cash
1579,2308,2025-03-15,7756.23,Debit Card
1580,2925,2025-10-04,4186.68,Cash
1581,1435,2025-12-18,5350.3,Debit Card
1582,3412,2025-01-09,5502.14,Credit Card
1583,4643,2025-09-17,2270.3,Credit Card
1584,4068,2025-11-19,4441.71,Credit Card
1585,391,2025-08-11,6330.24,Credit Card
1586,1244,2025-12-02,7517.4,Debit Card
1587,3264,2025-10-15,8115.33,UPI
1588,3530,2025-10-20,9012.9,Credit Card
1589,4000,2025-06-16,8647.33,Debit Card
1590,1057,2025-06-23,6938.63,Credit Card
1591,298,2025-07-05,4937.63,Debit Card
1592,3194,2025-10-12,9912.99,Debit Card
1593,1491,2025-01-03,9803.95,Net Banking
1594,4369,2025-08-08,2293.43,UPI
1595,813,2025-09-24,4998.36,UPI
1596,4704,2025-10-27,7381.22,Cash
1597,4674,2025-10-21,6958.63,Credit Card
1598,2210,2025-08-16,4760.49,Net Banking
1599,3014,2025-01-23,6385.85,Net Banking
1600,3008,2025-12-12,2385.16,Net Banking
1601,4620,2025-05-12,9315.11,Cash
1602,2755,2025-04-13,8210.92,Cash
1603,4406,2025-09-02,1844.8,UPI
1604,4684,2025-08-15,1203.82,Cash
1605,4032,2025-04-02,5024.53,Net Banking
1606,4280,2025-01-19,9832.65,UPI
1607,789,2025-02-23,5488.47,Debit Card
1608,3733,2025-05-22,5494.51,Credit Card
1609,1035,2025-04-17,1435.59,Net Banking
1610,1892,2025-12-17,5228.0,Net Banking
1611,4927,2025-07-09,6566.02,UPI
1612,3395,2025-12-18,3858.92,UPI
1613,3970,2025-10-10,7590.82,Debit Card
1614,2409,2025-02-02,4763.62,Net Banking
1615,3540,2025-11-04,5875.28,Debit Card
1616,2640,2025-05-18,9653.33,Cash
1617,406,2025-09-27,874.32,Debit Card
1618,3144,2025-03-28,5502.85,Net Banking
1619,1310,2025-01-08,236.56,Credit Card
1620,3747,2025-01-03,9722.69,Cash
1621,3238,2025-07-03,1674.91,UPI
1622,4185,2025-09-07,4010.27,Cash
1623,4234,2025-03-27,857.5,UPI
1624,3178,2025-11-11,5771.07,UPI
1625,3762,2025-04-22,6418.88,Net Banking
1626,4821,2025-03-20,1958.1,Net Banking
1627,1524,2025-03-27,9946.45,Debit Card
1628,4179,2025-07-06,2788.79,Net Banking
1629,3441,2025-04-21,5870.46,UPI
1630,3483,2025-08-05,7508.12,Net Banking
1631,2593,2025-07-25,3401.09,Net Banking
1632,2612,2025-03-27,1267.58,Debit Card
1633,171,2025-09-26,2794.58,Net Banking
1634,560,2025-05-18,6011.67,Credit Card
1635,2723,2025-12-18,5271.46,Debit Card
1636,461,2025-01-15,6670.78,UPI
1637,2800,2025-10-14,6057.62,Net Banking
1638,3151,2025-11-08,1918.35,UPI
1639,139,2025-10-11,8255.53,Debit Card
1640,2797,2025-04-04,1455.49,Cash
1641,3053,2025-01-02,7502.29,UPI
1642,3684,2025-02-26,8644.06,UPI
1643,3617,2025-09-04,4901.55,Credit Card
1644,3356,2025-06-20,5586.73,UPI
1645,2603,2025-10-15,1363.11,Credit Card
1646,1536,2025-08-13,2013.52,UPI
1647,3491,2025-09-25,5166.59,Net Banking
1648,1187,2025-09-02,3987.68,Credit Card
1649,2940,2025-08-17,1318.76,UPI
1650,3376,2025-09-25,6868.77,Debit Card
1651,2091,2025-09-20,3811.26,Debit Card
1652,2552,2025-01-07,9097.64,Credit Card
1653,1446,2025-07-10,6721.82,UPI
1654,1603,2025-03-07,9539.89,Debit Card
1655,4286,2025-05-24,125.21,Cash
1656,2216,2025-08-11,8595.62,Debit Card
1657,1688,2025-04-06,2974.68,Net Banking
1658,3213,2025-03-24,1411.82,UPI
1659,2592,2025-07-21,820.22,Debit Card
1660,3199,2025-10-05,3454.32,UPI
1661,1015,2025-11-17,6970.96,UPI
1662,4911,2025-09-02,7484.7,Cash
1663,148,2025-08-28,8113.26,Credit Card
1664,1002,2025-04-12,3760.82,Debit Card
1665,3450,2025-09-07,2551.49,Debit Card
1666,4879,2025-02-07,1351.66,Cash
1667,570,2025-04-23,9886.79,UPI
1668,4966,2025-07-04,7186.58,Debit Card
1669,3982,2025-08-03,4490.67,UPI
1670,2784,2025-07-11,6093.38,Net Banking
1671,2179,2025-12-27,9648.98,Cash
1672,3686,2025-08-07,5564.1,Cash
1673,553,2025-06-27,587.79,Net Banking
1674,1386,2025-01-18,9055.78,Debit Card
1675,4167,2025-11-20,561.25,Credit Card
1676,3562,2025-09-25,6667.79,Net Banking
1677,4893,2025-12-22,6319.49,Debit Card
1678,1454,2025-12-17,6311.78,Cash
1679,3924,2025-11-24,7418.8,Credit Card
1680,2952,2025-05-07,5768.02,Net Banking
1681,2900,2025-09-05,8723.31,UPI
1682,4954,2025-03-06,133.94,Debit Card
1683,3790,2025-11-28,1964.13,UPI
1684,3996,2025-07-07,2896.65,UPI
1685,4757,2025-04-25,7270.95,Cash
1686,2094,2025-11-19,9507.53,UPI
1687,2943,2025-11-16,1905.48,Debit Card
1688,1694,2025-06-26,8896.93,Debit Card
1689,2492,2025-02-20,1680.04,Credit Card
1690,1339,2025-04-03,7552.62,Cash
1691,3405,2025-09-21,279.92,Credit Card
1692,1840,2025-10-12,3129.74,Debit Card
1693,2217,2025-10-07,1874.11,Debit Card
1694,2979,2025-02-26,8708.18,Credit Card
1695,4058,2025-02-22,5580.2,Cash
1696,543,2025-08-03,5289.34,Net Banking
1697,3533,2025-01-26,8343.66,Cash
1698,2585,2025-01-21,7253.0,UPI
1699,2995,2025-10-15,2339.74,Debit Card
1700,4160,2025-05-12,3385.45,Debit Card
1701,3630,2025-05-22,9728.52,Credit Card
1702,785,2025-03-13,6474.01,UPI
1703,4845,2025-07-03,4741.0,Cash
1704,936,2025-08-26,9434.81,Net Banking
1705,3516,2025-05-24,7230.92,Net Banking
1706,2659,2025-09-10,7157.73,UPI
1707,1810,2025-04-18,4638.34,Cash
1708,2195,2025-05-09,2355.96,Cash
1709,3293,2025-02-23,9244.25,UPI
1710,2866,2025-05-17,5003.16,Credit Card
1711,1956,2025-06-26,6307.27,Credit Card
1712,3472,2025-07-17,2102.43,UPI
1713,2707,2025-07-13,5316.86,UPI
1714,4690,2025-02-20,2006.02,Debit Card
1715,2659,2025-08-17,7931.13,Net Banking
1716,4894,2025-07-17,7129.57,Net Banking
1717,4036,2025-01-10,6743.72,UPI
1718,3930,2025-02-01,8667.64,Credit Card
1719,600,2025-05-27,6913.58,UPI
1720,1223,2025-06-20,9283.23,Debit Card
1721,1716,2025-11-01,1060.75,Debit Card
1722,3275,2025-12-25,3662.78,Credit Card
1723,2733,2025-08-06,7450.0,Credit Card
1724,1013,2025-08-15,5436.03,Net Banking
1725,3370,2025-10-17,6202.61,Net Banking
1726,292,2025-10-27,621.71,Cash
1727,621,2025-07-20,5234.8,UPI
1728,4552,2025-12-10,5143.16,UPI
1729,2162,2025-04-14,6553.96,Cash
1730,2177,2025-05-11,311.67,Credit Card
1731,2882,2025-11-06,3847.33,Debit Card
1732,2093,2025-11-01,6242.4,Credit Card
1733,3622,2025-08-16,9690.25,Debit Card
1734,3254,2025-09-25,3948.69,Cash
1735,157,2025-06-16,8373.13,Cash
1736,2703,2025-08-08,7179.61,UPI
1737,3739,2025-07-22,3859.84,Cash
1738,241,2025-10-14,7767.34,Net Banking
1739,290,2025-01-05,6738.29,Cash
1740,3939,2025-01-18,6877.79,Debit Card
1741,1972,2025-09-13,961.8,Credit Card
1742,3736,2025-11-06,7635.39,Cash
1743,4856,2025-03-21,642.12,Credit Card
1744,3975,2025-06-12,801.35,Cash
1745,1601,2025-01-08,7063.72,UPI
1746,2325,2025-01-09,7112.32,Credit Card
1747,4404,2025-03-21,5649.67,Credit Card
1748,1843,2025-07-21,8181.0,Debit Card
1749,2146,2025-08-28,3976.29,UPI
1750,4442,2025-01-21,500.17,Credit Card
1751,3128,2025-08-21,6621.49,Credit Card
1752,1646,2025-11-15,9842.32,Credit Card
1753,3914,2025-12-11,2429.22,Credit Card
1754,1525,2025-11-06,1028.43,Debit Card
1755,4942,2025-09-19,1674.33,Credit Card
1756,2508,2025-11-25,3130.76,Cash
1757,2459,2025-03-17,3410.88,Debit Card
1758,478,2025-10-19,7088.87,Credit Card
1759,4227,2025-05-10,4605.65,Debit Card
1760,4984,2025-03-12,6834.51,Credit Card
1761,2686,2025-04-27,1568.53,Credit Card
1762,1267,2025-01-08,136.57,Cash
1763,4010,2025-08-11,4781.26,Credit Card
1764,1374,2025-02-08,7685.31,Net Banking
1765,3353,2025-01-02,5283.7,Credit Card
1766,3899,2025-01-24,6395.33,Net Banking
1767,453,2025-06-18,1483.36,Debit Card
1768,4342,2025-11-15,6562.98,Cash
1769,2663,2025-05-24,4926.31,Net Banking
1770,3850,2025-09-26,4482.18,Credit Card
1771,2554,2025-09-24,621.06,Credit Card
1772,3218,2025-08-16,6823.88,Cash
1773,3828,2025-09-13,8945.51,Debit Card
1774,1650,2025-01-21,4919.25,Credit Card
1775,2555,2025-01-12,2736.76,Cash
1776,55,2025-02-08,9499.39,Credit Card
1777,3557,2025-05-17,3098.89,UPI
1778,4095,2025-09-22,7656.76,Credit Card
1779,4058,2025-08-25,9970.1,Debit Card
1780,3075,2025-02-04,4840.61,Debit Card
1781,2263,2025-03-18,5322.06,Net Banking
1782,2643,2025-10-11,890.01,Net Banking
1783,3496,2025-05-04,2494.64,Credit Card
1784,2804,2025-05-16,9712.64,Credit Card
1785,4033,2025-03-21,2532.58,UPI
1786,2282,2025-01-12,8457.82,Credit Card
1787,3053,2025-09-01,7360.77,Cash
1788,1202,2025-07-23,5067.82,Debit Card
1789,20,2025-12-22,9730.88,UPI
1790,4350,2025-12-27,4198.65,UPI
1791,1608,2025-03-09,9321.44,Debit Card
1792,2911,2025-07-07,4116.0,Net Banking
1793,4105,2025-07-08,5860.3,UPI
1794,4061,2025-10-20,6131.0,Net Banking
1795,309,2025-05-27,7356.31,Credit Card
1796,2166,2025-12-21,2591.43,UPI
1797,3150,2025-04-09,2555.23,Net Banking
1798,561,2025-02-05,2952.71,Credit Card
1799,222,2025-02-10,6556.41,Net Banking
1800,138,2025-08-11,9612.64,UPI
1801,3406,2025-06-21,7017.97,Debit Card
1802,1315,2025-09-26,5130.25,Net Banking
1803,1237,2025-11-26,8076.63,Net Banking
1804,4500,2025-04-05,9761.78,Cash
1805,2754,2025-03-16,7313.35,Net Banking
1806,904,2025-10-05,1159.51,UPI
1807,4995,2025-10-13,4567.63,UPI
1808,4440,2025-07-06,2445.31,Net Banking
1809,2716,2025-09-04,9255.65,Net Banking
1810,1713,2025-11-24,5406.64,Net Banking
1811,2871,2025-01-02,6370.22,Cash
1812,4777,2025-12-20,1021.36,Debit Card
1813,792,2025-09-16,6859.41,Net Banking
1814,1106,2025-07-24,8658.05,UPI
1815,4332,2025-08-25,9433.07,Cash
1816,2627,2025-12-28,2919.75,Net Banking
1817,2437,2025-10-07,8014.66,Debit Card
1818,747,2025-11-07,8613.03,Net Banking
1819,1399,2025-05-18,9776.64,Debit Card
1820,3502,2025-03-24,8899.84,Debit Card
1821,261,2025-12-12,1118.37,UPI
1822,4148,2025-11-28,2866.22,UPI
1823,3200,2025-04-20,8470.77,UPI
1824,1214,2025-03-23,8361.86,Debit Card
1825,4939,2025-07-03,4751.06,Cash
1826,216,2025-05-22,7529.63,Debit Card
1827,3600,2025-05-02,6176.28,UPI
1828,4392,2025-10-09,4350.59,UPI
1829,2420,2025-03-25,4976.07,Cash
1830,3631,2025-07-14,8463.42,Debit Card
1831,3977,2025-04-20,2421.58,Cash
1832,875,2025-01-09,5195.44,UPI
1833,3749,2025-09-03,8839.47,Cash
1834,1916,2025-03-27,522.4,Net Banking
1835,3384,2025-03-07,3835.45,UPI
1836,4480,2025-05-18,6636.47,UPI
1837,1546,2025-06-21,2952.6,Cash
1838,2493,2025-09-09,6213.08,Net Banking
1839,4134,2025-07-25,8332.27,Net Banking
1840,4607,2025-12-21,2391.0,UPI
1841,2198,2025-08-12,2603.72,Net Banking
1842,418,2025-08-09,6368.05,Cash
1843,3462,2025-10-15,2109.39,Credit Card
1844,2583,2025-11-17,1946.51,Cash
1845,4782,2025-05-12,1516.96,Cash
1846,1036,2025-09-25,8455.14,Debit Card
1847,3377,2025-04-06,9457.85,UPI
1848,2946,2025-07-22,5346.68,Credit Card
1849,1180,2025-05-11,4355.8,Debit Card
1850,38,2025-03-20,8179.08,Credit Card
1851,2652,2025-08-22,9838.29,UPI
1852,4144,2025-07-03,2319.87,Cash
1853,4533,2025-12-20,7310.18,UPI
1854,3418,2025-06-24,3968.36,Debit Card
1855,2855,2025-12-04,8278.89,Credit Card
1856,1718,2025-08-10,9750.78,Cash
1857,1059,2025-10-07,2545.12,Credit Card
1858,100,2025-08-14,9354.56,Cash
1859,32,2025-01-01,8257.61,Credit Card
1860,4173,2025-05-22,3175.72,Cash
1861,4600,2025-08-04,8179.07,Debit Card
1862,1084,2025-03-03,6853.79,Credit Card
1863,2112,2025-05-25,185.34,Credit Card
1864,4301,2025-03-27,4818.63,Cash
1865,1277,2025-11-04,7403.18,Net Banking
1866,3283,2025-03-11,8480.0,UPI
1867,4975,2025-01-15,2930.82,UPI
1868,2170,2025-07-09,246.09,Credit Card
1869,4213,2025-09-11,1296.53,Credit Card
1870,1926,2025-08-04,8049.6,UPI
1871,36,2025-03-17,3175.85,Cash
1872,257,2025-01-10,1412.33,Debit Card
1873,2767,2025-12-06,1096.78,UPI
1874,2590,2025-08-02,4623.76,Cash
1875,2854,2025-03-21,1870.43,UPI
1876,3666,2025-06-26,9196.25,Net Banking
1877,81,2025-07-25,4189.56,UPI
1878,2202,2025-06-25,7712.44,Debit Card
1879,883,2025-01-16,6581.37,UPI
1880,4384,2025-12-28,5009.15,Debit Card
1881,4674,2025-04-27,5232.13,Cash
1882,2305,2025-06-10,4835.66,Cash
1883,2964,2025-05-24,1198.12,Credit Card
1884,556,2025-12-21,3226.88,Cash
1885,3520,2025-09-17,8506.96,Credit Card
1886,4716,2025-01-27,3488.05,UPI
